Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFile,CountDeclFunction,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/language.inc",9,8,10,7,41,5,28,7,0,,3,144,0,0,144,20,0,0,20,87,0,87,37,0,0,37,1,56,5,0,5,51,0,51,1,1,1,1,12,10,3,0.43,28,24,31,22
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/locale.inc",4,4,5,2,31,1,26,3,0,,65,2678,0,0,2678,206,0,0,206,1747,0,1747,754,0,0,754,1,960,72,0,72,888,0,888,1,1,1,1,28,28,6,0.43,305,292,338,139
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/lock.inc",2,2,2,1,14,1,10,3,0,,7,234,0,0,234,17,0,0,17,73,0,73,144,0,0,144,1,51,12,0,12,39,0,39,1,1,1,1,6,6,3,1.97,18,18,18,11
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/mail.inc",7,4,7,4,38,3,27,8,0,,8,481,0,0,481,32,0,0,32,223,0,223,236,0,0,236,1,143,11,0,11,132,0,132,1,1,1,1,36,15,4,1.06,60,39,61,35
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/menu.inc",4,4,5,1,25,1,20,3,0,,69,2546,0,0,2546,171,0,0,171,1440,0,1440,935,0,0,935,1,935,83,0,83,852,0,852,1,1,1,1,32,32,7,0.65,342,341,406,110
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/module.inc",3,3,4,1,19,1,15,2,0,,16,504,0,0,504,39,0,0,39,242,0,242,223,0,0,223,1,162,18,0,18,144,0,144,1,1,1,1,11,11,9,0.92,63,63,75,30
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/pager.inc",5,5,5,1,27,2,21,3,0,,9,434,0,0,434,35,0,0,35,193,0,193,206,0,0,206,1,115,17,0,17,98,0,98,1,1,1,1,19,19,4,1.07,48,48,50,9
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/path.inc",3,3,3,1,13,1,11,1,0,,9,243,0,0,243,19,0,0,19,101,0,101,123,0,0,123,1,66,14,0,14,52,0,52,1,1,1,1,10,10,4,1.22,29,29,33,16
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/session.inc",2,2,2,1,11,1,7,3,0,,10,173,0,0,173,24,0,0,24,75,0,75,74,0,0,74,1,52,13,0,13,39,0,39,1,1,1,1,6,6,2,0.99,22,22,28,10
File,"/Users/sbicer/Desktop/akademik/drupal/drupal-6.16/includes/tablesort.inc",4,4,5,2,15,0,13,0,0,,7,200,0,0,200,14,0,0,14,96,0,96,90,0,0,90,1,58,7,0,7,51,0,51,1,1,1,1,9,9,3,0.94,29,29,36,14
